sample	sub	Genetic_load_sum	n_chr_rows	group	Abs_genetic_load
[770]M3:GT	improved	-67274.256186	10	improved	67274.256186
[771]M3736:GT	improved	-78439.705749	10	improved	78439.705749
[772]M37W:GT	improved	-79542.991328	10	improved	79542.991328
[773]M9:GT	improved	-72825.655071	10	improved	72825.655071
[774]Max:GT	improved	-63257.253367	10	improved	63257.253367
[775]Maxa:GT	improved	-59716.002698	10	improved	59716.002698
[776]MBNA:GT	improved	-80389.942964	10	improved	80389.942964
[777]MBPM:GT	improved	-76197.595568	10	improved	76197.595568
[778]MBSJ:GT	improved	-79679.782309	10	improved	79679.782309
[779]MBST:GT	improved	-82098.706635	10	improved	82098.706635
[780]MBUB:GT	improved	-78924.702852	10	improved	78924.702852
[781]MDF-13D:GT	improved	-81181.585693	10	improved	81181.585693
[782]mei68113:GT	improved	-72241.536628	10	improved	72241.536628
[783]ML606:GT	improved	-78441.444714	10	improved	78441.444714
[784]MM-1A:GT	improved	-79643.228621	10	improved	79643.228621
[785]MM402A:GT	improved	-80889.119442	10	improved	80889.119442
[786]MO113:GT	improved	-77995.860938	10	improved	77995.860938
[787]Mo17:GT	improved	-82470.066484	10	improved	82470.066484
[788]Mo17-chin:GT	improved	-83024.309158	10	improved	83024.309158
[789]MO18W:GT	improved	-77257.513276	10	improved	77257.513276
[790]Mo24W:GT	improved	-74910.420666	10	improved	74910.420666
[791]MP:GT	improved	-51170.819193	10	improved	51170.819193
[792]Ms71:GT	improved	-71461.589104	10	improved	71461.589104
[793]mu4:GT	improved	-80345.26547	10	improved	80345.26547
[794]mu6:GT	improved	-79156.844125	10	improved	79156.844125
[795]N138:GT	improved	-81776.267112	10	improved	81776.267112
[796]N192:GT	improved	-86310.408292	10	improved	86310.408292
[797]N42:GT	improved	-57942.084953	10	improved	57942.084953
[798]N6:GT	improved	-75034.410937	10	improved	75034.410937
[799]N68a:GT	improved	-52843.669525	10	improved	52843.669525
[800]nan21-3:GT	improved	-65008.422539	10	improved	65008.422539
[801]NC268:GT	improved	-29051.198279	10	improved	29051.198279
[802]NC350:GT	improved	-77315.202987	10	improved	77315.202987
[803]NC358:GT	improved	-77177.613932	10	improved	77177.613932
[804]ND246:GT	improved	-74800.041956	10	improved	74800.041956
[805]ning24:GT	improved	-75961.229413	10	improved	75961.229413
[806]ning37:GT	improved	-74493.303162	10	improved	74493.303162
[807]ning45:GT	improved	-74240.481418	10	improved	74240.481418
[808]ning55:GT	improved	-75605.24101	10	improved	75605.24101
[809]niu2-1:GT	improved	-77740.843564	10	improved	77740.843564
[810]NN14B:GT	improved	-70562.719378	10	improved	70562.719378
[811]NQ508:GT	improved	-71020.074323	10	improved	71020.074323
[812]NS501:GT	improved	-68992.270452	10	improved	68992.270452
[813]NS701:GT	improved	-20209.633273	10	improved	20209.633273
[814]oh07B:GT	improved	-74201.066438	10	improved	74201.066438
[815]Oh40B:GT	improved	-79386.591014	10	improved	79386.591014
[816]Oh43:GT	improved	-79236.854458	10	improved	79236.854458
[817]OH7:GT	improved	-73298.256413	10	improved	73298.256413
[818]Oh7B:GT	improved	-74432.759804	10	improved	74432.759804
[819]OQ603:GT	improved	-72009.721317	10	improved	72009.721317
[820]P007:GT	improved	-80769.404102	10	improved	80769.404102
[821]P1:GT	improved	-79920.680515	10	improved	79920.680515
[822]P136:GT	improved	-84844.362073	10	improved	84844.362073
[823]P138:GT	improved	-85952.894903	10	improved	85952.894903
[824]P167:GT	improved	-83653.754984	10	improved	83653.754984
[825]P25:GT	improved	-83394.066318	10	improved	83394.066318
[826]P39:GT	improved	-82569.020444	10	improved	82569.020444
[827]P39-chin:GT	improved	-80271.149957	10	improved	80271.149957
[828]Pa91:GT	improved	-78397.921482	10	improved	78397.921482
[829]PB80:GT	improved	-10334.933835	10	improved	10334.933835
[830]PH207:GT	improved	-76560.198946	10	improved	76560.198946
[831]PHBA6:GT	improved	-78534.405436	10	improved	78534.405436
[832]PHG24:GT	improved	-75579.647946	10	improved	75579.647946
[833]PHG35:GT	improved	-80674.595988	10	improved	80674.595988
[834]PHG39:GT	improved	-68296.443791	10	improved	68296.443791
[835]PHG47:GT	improved	-76884.757155	10	improved	76884.757155
[836]PHG50:GT	improved	-78491.858133	10	improved	78491.858133
[837]PHG71:GT	improved	-65919.75497	10	improved	65919.75497
[838]PHG72:GT	improved	-73871.308533	10	improved	73871.308533
[839]PHG83:GT	improved	-79745.734397	10	improved	79745.734397
[840]PHG84:GT	improved	-78565.138736	10	improved	78565.138736
[841]PHG86:GT	improved	-33160.724858	10	improved	33160.724858
[842]PHH93:GT	improved	-78464.741207	10	improved	78464.741207
[843]PHJ31:GT	improved	-77780.996547	10	improved	77780.996547
[844]PHJ33:GT	improved	-80157.042914	10	improved	80157.042914
[845]PHJ40:GT	improved	-72653.815777	10	improved	72653.815777
[846]PHJ70:GT	improved	-44817.96429	10	improved	44817.96429
[847]PHJ75:GT	improved	-76301.08321	10	improved	76301.08321
[848]PHK05:GT	improved	-80999.841123	10	improved	80999.841123
[849]PHK24:GT	improved	-49683.927746	10	improved	49683.927746
[850]PHK35:GT	improved	-47627.742405	10	improved	47627.742405
[851]PHK42:GT	improved	-76568.893316	10	improved	76568.893316
[852]PHK76:GT	improved	-79758.968529	10	improved	79758.968529
[853]PHK93:GT	improved	-77404.631934	10	improved	77404.631934
[854]PHM10:GT	improved	-74147.329533	10	improved	74147.329533
[855]PHM44:GT	improved	-81107.495209	10	improved	81107.495209
[856]PHM57:GT	improved	-78091.862266	10	improved	78091.862266
[857]PHM81:GT	improved	-72074.714861	10	improved	72074.714861
[858]PHN11:GT	improved	-77050.696275	10	improved	77050.696275
[859]PHN29:GT	improved	-51990.390213	10	improved	51990.390213
[860]PHN37:GT	improved	-81411.045264	10	improved	81411.045264
[861]PHN47:GT	improved	-68819.677627	10	improved	68819.677627
[862]PHN66:GT	improved	-65519.84437	10	improved	65519.84437
[863]PHN73:GT	improved	-79958.011327	10	improved	79958.011327
[864]PHN82:GT	improved	-76057.637772	10	improved	76057.637772
[865]PHNV9:GT	improved	-58538.996347	10	improved	58538.996347
[866]PHP02:GT	improved	-65877.089727	10	improved	65877.089727
[867]PHP55:GT	improved	-74865.60143	10	improved	74865.60143
[868]PHP60:GT	improved	-75243.374594	10	improved	75243.374594
[869]PHP76:GT	improved	-76369.617425	10	improved	76369.617425
[870]PHP85:GT	improved	-49610.640808	10	improved	49610.640808
[871]PHPR5:GT	improved	-59121.806844	10	improved	59121.806844
[872]PHR25:GT	improved	-76270.522823	10	improved	76270.522823
[873]PHR30:GT	improved	-74278.037446	10	improved	74278.037446
[874]PHR32:GT	improved	-76923.68104	10	improved	76923.68104
[875]PHR36:GT	improved	-73988.525262	10	improved	73988.525262
[876]PHR47:GT	improved	-72415.570112	10	improved	72415.570112
[877]PHR55:GT	improved	-72006.387578	10	improved	72006.387578
[878]PHR58:GT	improved	-81886.093252	10	improved	81886.093252
[879]PHR62:GT	improved	-75972.871898	10	improved	75972.871898
[880]PHR63:GT	improved	-78383.488399	10	improved	78383.488399
[881]PHT10:GT	improved	-36964.796859	10	improved	36964.796859
[882]PHT22:GT	improved	-77944.510326	10	improved	77944.510326
[883]PHT55:GT	improved	-68025.040979	10	improved	68025.040979
[884]PHT60:GT	improved	-77817.762022	10	improved	77817.762022
[885]PHT69:GT	improved	-71133.504379	10	improved	71133.504379
[886]PHT77:GT	improved	-69268.331066	10	improved	69268.331066
[887]PHV37:GT	improved	-69845.894744	10	improved	69845.894744
[888]PHV53:GT	improved	-81040.726776	10	improved	81040.726776
[889]PHV78:GT	improved	-79755.769623	10	improved	79755.769623
[890]PHW03:GT	improved	-75015.030492	10	improved	75015.030492
[891]PHW17:GT	improved	-31175.057093	10	improved	31175.057093
[892]PHW20:GT	improved	-76015.120887	10	improved	76015.120887
[893]PHW30:GT	improved	-77307.38185	10	improved	77307.38185
[894]PHW43:GT	improved	-79678.501459	10	improved	79678.501459
[895]PHW51:GT	improved	-65045.513428	10	improved	65045.513428
[896]PHW52:GT	improved	-48409.851977	10	improved	48409.851977
[897]PHW79:GT	improved	-76661.493931	10	improved	76661.493931
[898]PHWG5:GT	improved	-79643.709001	10	improved	79643.709001
[899]PHZ51:GT	improved	-78457.092517	10	improved	78457.092517
[900]PN2:GT	improved	-78884.425401	10	improved	78884.425401
[901]PN2-8:GT	improved	-67900.254158	10	improved	67900.254158
[902]Q1261:GT	improved	-79111.646601	10	improved	79111.646601
[903]Q381:GT	improved	-77414.178685	10	improved	77414.178685
[904]qi205:GT	improved	-77377.781359	10	improved	77377.781359
[905]qi318:GT	improved	-80158.429587	10	improved	80158.429587
[906]qi319:GT	improved	-85091.989143	10	improved	85091.989143
[907]qi35:GT	improved	-77437.245399	10	improved	77437.245399
[908]qi410:GT	improved	-60511.001051	10	improved	60511.001051
[909]qiong51:GT	improved	-73867.948934	10	improved	73867.948934
[910]R017:GT	improved	-81692.820816	10	improved	81692.820816
[911]R08:GT	improved	-81125.969947	10	improved	81125.969947
[912]R136:GT	improved	-82512.694542	10	improved	82512.694542
[913]R150:GT	improved	-83340.261879	10	improved	83340.261879
[914]R1656:GT	improved	-86709.692987	10	improved	86709.692987
[915]R25:GT	improved	-82720.137041	10	improved	82720.137041
[916]R31:GT	improved	-78373.39997	10	improved	78373.39997
[917]R98:GT	improved	-82196.320016	10	improved	82196.320016
[918]RIMMA0438.1:GT	improved	-74227.815566	10	improved	74227.815566
[919]RS710:GT	improved	-71899.137351	10	improved	71899.137351
[920]S001:GT	improved	-83462.803747	10	improved	83462.803747
[921]S22:GT	improved	-64858.707673	10	improved	64858.707673
[922]S311:GT	improved	-79819.356805	10	improved	79819.356805
[923]S37:GT	improved	-81822.934468	10	improved	81822.934468
[924]S53:GT	improved	-61130.174562	10	improved	61130.174562
[925]S7913:GT	improved	-78412.943193	10	improved	78412.943193
[926]S8324:GT	improved	-27830.635962	10	improved	27830.635962
[927]S8326:GT	improved	-82869.834061	10	improved	82869.834061
[928]SC11-1:GT	improved	-79366.917811	10	improved	79366.917811
[929]SC-14:GT	improved	-72565.844838	10	improved	72565.844838
[930]SC14:GT	improved	-70323.456495	10	improved	70323.456495
[931]SC24-1:GT	improved	-74126.978962	10	improved	74126.978962
[932]SC30-1:GT	improved	-82387.51772	10	improved	82387.51772
[933]SC-9:GT	improved	-71084.589764	10	improved	71084.589764
[934]SC9:GT	improved	-71394.543885	10	improved	71394.543885
[935]Seagu1117:GT	improved	-83275.511065	10	improved	83275.511065
[936]Sg1533:GT	improved	-78526.788179	10	improved	78526.788179
[937]SG17:GT	improved	-83645.379471	10	improved	83645.379471
[938]shan89:GT	improved	-83156.758243	10	improved	83156.758243
[939]shangyin110-1:GT	improved	-72961.053215	10	improved	72961.053215
[940]shen135:GT	improved	-83135.392994	10	improved	83135.392994
[941]shen137:GT	improved	-85894.622479	10	improved	85894.622479
[942]shen142:GT	improved	-62206.591668	10	improved	62206.591668
[943]shen5005:GT	improved	-80865.245011	10	improved	80865.245011
[944]shen977:GT	improved	-86655.327565	10	improved	86655.327565
[945]shuang741:GT	improved	-84345.703684	10	improved	84345.703684
[946]shuangM9B-1:GT	improved	-75015.64751	10	improved	75015.64751
[947]shuangtaiwu:GT	improved	-79852.628548	10	improved	79852.628548
[948]siyi:GT	improved	-66537.370201	10	improved	66537.370201
[949]song1145:GT	improved	-79310.34854	10	improved	79310.34854
[950]SS99:GT	improved	-76930.686122	10	improved	76930.686122
[951]su75:GT	improved	-72833.824698	10	improved	72833.824698
[952]suwan1611:GT	improved	-77160.844466	10	improved	77160.844466
[953]SW153:GT	improved	-74163.461328	10	improved	74163.461328
[954]SX-4-21:GT	improved	-74090.476639	10	improved	74090.476639
[955]SX-6-7:GT	improved	-72554.264042	10	improved	72554.264042
[956]SZ3:GT	improved	-84169.093122	10	improved	84169.093122
[957]T24:GT	improved	-75070.956506	10	improved	75070.956506
[958]tai184:GT	improved	-76323.330428	10	improved	76323.330428
[959]tangsipingtou:GT	improved	-74841.83047	10	improved	74841.83047
[960]tian77:GT	improved	-80480.740115	10	improved	80480.740115
[961]tie7922:GT	improved	-51602.557951	10	improved	51602.557951
[962]Timpunia-1:GT	improved	-73533.16587	10	improved	73533.16587
[963]Tx303:GT	improved	-74945.84945	10	improved	74945.84945
[964]Tx601:GT	improved	-76418.721472	10	improved	76418.721472
[965]Tzi8:GT	improved	-77053.695696	10	improved	77053.695696
[966]Va26:GT	improved	-78216.237881	10	improved	78216.237881
[967]Va35:GT	improved	-80127.978561	10	improved	80127.978561
[968]VG85-5:GT	improved	-75340.729583	10	improved	75340.729583
[969]VL0512447:GT	improved	-77912.062851	10	improved	77912.062851
[970]VL05128:GT	improved	-77477.681723	10	improved	77477.681723
[971]VL054178:GT	improved	-76744.658547	10	improved	76744.658547
[972]VL05610:GT	improved	-78926.604609	10	improved	78926.604609
[973]VL056883:GT	improved	-76956.765056	10	improved	76956.765056
[974]VL062784:GT	improved	-79325.34196	10	improved	79325.34196
[975]W117:GT	improved	-21862.861827	10	improved	21862.861827
[976]W153R:GT	improved	-85282.682693	10	improved	85282.682693
[977]W172:GT	improved	-40549.601284	10	improved	40549.601284
[978]W182bn:GT	improved	-76034.54083	10	improved	76034.54083
[979]W22:GT	improved	-75857.181754	10	improved	75857.181754
[980]W222:GT	improved	-75482.470873	10	improved	75482.470873
[981]W23:GT	improved	-74294.845221	10	improved	74294.845221
[982]W238:GT	improved	-77495.01607	10	improved	77495.01607
[983]W2H03:GT	improved	-74889.867999	10	improved	74889.867999
[984]W344:GT	improved	-75815.049514	10	improved	75815.049514
[985]W499:GT	improved	-25487.178234	10	improved	25487.178234
[986]W64A:GT	improved	-74736.909249	10	improved	74736.909249
[987]W668:GT	improved	-64775.139989	10	improved	64775.139989
[988]W8304:GT	improved	-19302.294702	10	improved	19302.294702
[989]W8555:GT	improved	-22062.317396	10	improved	22062.317396
[990]W966:GT	improved	-77123.914649	10	improved	77123.914649
[991]W967:GT	improved	-78740.54721	10	improved	78740.54721
[992]W968:GT	improved	-83081.945228	10	improved	83081.945228
[993]W969:GT	improved	-80130.065798	10	improved	80130.065798
[994]W9706:GT	improved	-80115.390237	10	improved	80115.390237
[995]wei3322:GT	improved	-76710.911472	10	improved	76710.911472
[996]wenhuang31413:GT	improved	-80896.422204	10	improved	80896.422204
[997]WIL500:GT	improved	-68884.253064	10	improved	68884.253064
[998]WIL900:GT	improved	-80321.02525	10	improved	80321.02525
[999]WIL901:GT	improved	-63877.292103	10	improved	63877.292103
[1000]WIL903:GT	improved	-65565.42949	10	improved	65565.42949
[1001]WN11H:GT	improved	-80123.889957	10	improved	80123.889957
[1002]wu109:GT	improved	-79027.511898	10	improved	79027.511898
[1003]wu125:GT	improved	-75430.781539	10	improved	75430.781539
[1004]wu126:GT	improved	-88827.044778	10	improved	88827.044778
[1005]wu312:GT	improved	-78702.561457	10	improved	78702.561457
[1006]X314:GT	improved	-64578.111581	10	improved	64578.111581
[1007]XF117:GT	improved	-69126.727669	10	improved	69126.727669
[1008]XF134:GT	improved	-81957.010957	10	improved	81957.010957
[1009]XF197:GT	improved	-82801.12166	10	improved	82801.12166
[1010]XF223:GT	improved	-79803.245522	10	improved	79803.245522
[1011]XF27:GT	improved	-78724.25934	10	improved	78724.25934
[1012]XF77:GT	improved	-75612.967633	10	improved	75612.967633
[1013]xi502:GT	improved	-86930.235703	10	improved	86930.235703
[1014]xiangai3:GT	improved	-75214.872302	10	improved	75214.872302
[1015]xing230:GT	improved	-72375.584457	10	improved	72375.584457
[1016]xingK36:GT	improved	-77093.680398	10	improved	77093.680398
[1017]xinlun5-9:GT	improved	-82169.842654	10	improved	82169.842654
[1018]XOP2:GT	improved	-63762.348732	10	improved	63762.348732
[1019]xuan6:GT	improved	-77662.665497	10	improved	77662.665497
[1020]xun92-6:GT	improved	-86504.387037	10	improved	86504.387037
[1021]xun92-8:GT	improved	-86603.011556	10	improved	86603.011556
[1022]xun971:GT	improved	-76645.178021	10	improved	76645.178021
[1023]XZ19:GT	improved	-80575.271578	10	improved	80575.271578
[1024]Y223:GT	improved	-84843.442691	10	improved	84843.442691
[1025]y9961:GT	improved	-78494.967653	10	improved	78494.967653
[1026]yan103:GT	improved	-78720.180816	10	improved	78720.180816
[1027]yan156:GT	improved	-79276.228955	10	improved	79276.228955
[1028]yan172:GT	improved	-77941.945194	10	improved	77941.945194
[1029]yan38:GT	improved	-77032.057016	10	improved	77032.057016
[1030]yan812:GT	improved	-41271.288573	10	improved	41271.288573
[1031]Yd6:GT	improved	-58183.661234	10	improved	58183.661234
[1032]ye107:GT	improved	-73918.317101	10	improved	73918.317101
[1033]ye488:GT	improved	-68544.953833	10	improved	68544.953833
[1034]ye515:GT	improved	-77629.492222	10	improved	77629.492222
[1035]ye52106:GT	improved	-77712.223931	10	improved	77712.223931
[1036]ye5237:GT	improved	-85929.951545	10	improved	85929.951545
[1037]ye8001:GT	improved	-66451.646965	10	improved	66451.646965
[1038]ye8112:GT	improved	-41164.337874	10	improved	41164.337874
[1039]ye832:GT	improved	-38303.477283	10	improved	38303.477283
[1040]yi12:GT	improved	-69438.331565	10	improved	69438.331565
[1041]yi36:GT	improved	-73172.205893	10	improved	73172.205893
[1042]yi49:GT	improved	-73938.433146	10	improved	73938.433146
[1043]yi67:GT	improved	-75241.880354	10	improved	75241.880354
[1044]ys06:GT	improved	-62034.60104	10	improved	62034.60104
[1045]yu374:GT	improved	-68247.553923	10	improved	68247.553923
[1046]yu537A:GT	improved	-76104.957562	10	improved	76104.957562
[1047]yu82:GT	improved	-71214.33349	10	improved	71214.33349
[1048]yu87-1:GT	improved	-80550.634927	10	improved	80550.634927
[1049]yuanwu02:GT	improved	-76882.851021	10	improved	76882.851021
[1050]yuanwu05:GT	improved	-82174.316725	10	improved	82174.316725
[1051]yue39-4:GT	improved	-80049.77551	10	improved	80049.77551
[1052]yue89A12-1:GT	improved	-78409.617566	10	improved	78409.617566
[1053]yue89E4-2:GT	improved	-84934.708228	10	improved	84934.708228
[1054]yun147:GT	improved	-76748.920549	10	improved	76748.920549
[1055]Z31B:GT	improved	-81782.050369	10	improved	81782.050369
[1056]zaC546:GT	improved	-79817.370489	10	improved	79817.370489
[1057]ZEAxppRCUDIAAPEI-1:GT	improved	-80300.582178	10	improved	80300.582178
[1058]ZEAxppRCVDIAAPEI-2:GT	improved	-80208.439027	10	improved	80208.439027
[1059]ZEAxppRCYDIAAPEI-5:GT	improved	-70557.551972	10	improved	70557.551972
[1060]ZEAxppRDCDIAAPEI-2:GT	improved	-81109.628157	10	improved	81109.628157
[1061]ZEAxppRDCDIAAPEI-7:GT	improved	-80868.299543	10	improved	80868.299543
[1062]ZEAxppRDGDIAAPEI-11:GT	improved	-79938.986171	10	improved	79938.986171
[1063]ZEAxppRDHDIAAPEI-12:GT	improved	-83740.438102	10	improved	83740.438102
[1064]ZEAxppRDIDIAAPEI-1:GT	improved	-84122.232169	10	improved	84122.232169
[1065]ZEAxppRDLDIAAPEI-2:GT	improved	-60390.535315	10	improved	60390.535315
[1066]ZEAxppRDQDIAAPEI-3:GT	improved	-82229.330922	10	improved	82229.330922
[1067]ZEAxujRADDIBAPE:GT	improved	-65760.832735	10	improved	65760.832735
[1068]ZEAxujRAGDIBAPE:GT	improved	-82963.125046	10	improved	82963.125046
[1069]ZEAxujRAHDIBAPE:GT	improved	-84877.375573	10	improved	84877.375573
[1070]ZEAxujRAJDIBAPE:GT	improved	-84609.277236	10	improved	84609.277236
[1071]ZEAxujRAKDIBAPE:GT	improved	-90525.258146	10	improved	90525.258146
[1072]ZEAxujRALDIBAPE:GT	improved	-47793.006417	10	improved	47793.006417
[1073]ZEAxujRAMDIBAPE:GT	improved	-69567.550841	10	improved	69567.550841
[1074]ZEAxujRANDIBAPE:GT	improved	-75806.509457	10	improved	75806.509457
[1075]ZEAxujRAODIBAPE:GT	improved	-61281.422352	10	improved	61281.422352
[1076]ZEAxujRAPDIAAPE:GT	improved	-79497.720748	10	improved	79497.720748
[1077]ZEAxujRAQDIAAPE:GT	improved	-81367.147187	10	improved	81367.147187
[1078]ZEAxujRARDIAAPE:GT	improved	-81809.703007	10	improved	81809.703007
[1079]ZEAxujRASDIAAPE:GT	improved	-82124.849241	10	improved	82124.849241
[1080]ZEAxujRATDIAAPE:GT	improved	-80424.248545	10	improved	80424.248545
[1081]ZEAxujRAUDIAAPE:GT	improved	-85268.498784	10	improved	85268.498784
[1082]ZEAxujRAVDIAAPE:GT	improved	-85374.686032	10	improved	85374.686032
[1083]ZEAxujRAWDIAAPE:GT	improved	-65262.278848	10	improved	65262.278848
[1084]ZEAxujRAXDIAAPE:GT	improved	-77875.629854	10	improved	77875.629854
[1085]ZEAxujRAYDIAAPE:GT	improved	-75763.999462	10	improved	75763.999462
[1086]ZEAxujRAZDIAAPE:GT	improved	-76309.052418	10	improved	76309.052418
[1087]ZEAxujRBADIAAPE:GT	improved	-68071.344602	10	improved	68071.344602
[1088]ZEAxujRBBDIAAPE:GT	improved	-82232.696679	10	improved	82232.696679
[1089]ZEAxujRBCDIBAPE:GT	improved	-79838.344796	10	improved	79838.344796
[1090]ZEAxujRBDDIBAPE:GT	improved	-82190.19096	10	improved	82190.19096
[1091]ZEAxujRBFDIBAPE:GT	improved	-77922.72786	10	improved	77922.72786
[1092]zhangjin6:GT	improved	-75692.552024	10	improved	75692.552024
[1093]zhangxi28:GT	improved	-75488.488026	10	improved	75488.488026
[1094]zhen367:GT	improved	-79170.420824	10	improved	79170.420824
[1095]zheng22:GT	improved	-75985.268503	10	improved	75985.268503
[1096]zheng32:GT	improved	-29445.935774	10	improved	29445.935774
[1097]zheng653:GT	improved	-77707.054615	10	improved	77707.054615
[1098]zhengbai11:GT	improved	-73733.985312	10	improved	73733.985312
[1099]zhong128:GT	improved	-77666.500113	10	improved	77666.500113
[1100]zhong451:GT	improved	-85770.04507	10	improved	85770.04507
[1101]zhonger02:GT	improved	-66184.708573	10	improved	66184.708573
[1102]zhonghuang64:GT	improved	-80076.708468	10	improved	80076.708468
[1103]zhongxi042:GT	improved	-73548.361714	10	improved	73548.361714
[1104]zhongyin10:GT	improved	-66059.521875	10	improved	66059.521875
[1105]zhongyin15:GT	improved	-76416.401531	10	improved	76416.401531
[1106]zi330:GT	improved	-38230.238024	10	improved	38230.238024
[1107]ziduosui:GT	improved	-75804.470112	10	improved	75804.470112
[1108]ziyu3:GT	improved	-81133.77991	10	improved	81133.77991
[1109]zong3:GT	improved	-76805.334185	10	improved	76805.334185
[1110]zong31:GT	improved	-78850.192371	10	improved	78850.192371
[1111]zong548-1521:GT	improved	-74830.131144	10	improved	74830.131144
[1112]ZPON7:GT	improved	-71354.931515	10	improved	71354.931515
[1113]ZS01250:GT	improved	-73587.458209	10	improved	73587.458209
[1114]zun90110:GT	improved	-83696.171446	10	improved	83696.171446
[5]ZEAxppRCWDIAAPEI-3:GT	landrace	-82977.520177	10	landrace	82977.520177
[6]ZEAxppRCXDIAAPEI-4:GT	landrace	-81522.808211	10	landrace	81522.808211
[7]BKN009:GT	landrace	-78098.573113	10	landrace	78098.573113
[8]BKN010:GT	landrace	-78568.653995	10	landrace	78568.653995
[9]BKN011:GT	landrace	-76675.566792	10	landrace	76675.566792
[10]BKN014:GT	landrace	-79268.046776	10	landrace	79268.046776
[11]BKN015:GT	landrace	-75118.023296	10	landrace	75118.023296
[12]BKN016:GT	landrace	-80982.94052	10	landrace	80982.94052
[13]BKN017:GT	landrace	-73307.678157	10	landrace	73307.678157
[14]BKN018:GT	landrace	-77404.664696	10	landrace	77404.664696
[15]BKN019:GT	landrace	-76996.95984	10	landrace	76996.95984
[16]BKN020:GT	landrace	-76468.422007	10	landrace	76468.422007
[17]BKN022:GT	landrace	-73629.275785	10	landrace	73629.275785
[18]BKN023:GT	landrace	-77765.568601	10	landrace	77765.568601
[19]BKN025:GT	landrace	-74810.417156	10	landrace	74810.417156
[20]BKN026:GT	landrace	-76200.301431	10	landrace	76200.301431
[21]BKN027:GT	landrace	-80594.879862	10	landrace	80594.879862
[22]BKN029:GT	landrace	-73563.148588	10	landrace	73563.148588
[23]BKN030:GT	landrace	-74682.648261	10	landrace	74682.648261
[24]BKN031:GT	landrace	-74932.565056	10	landrace	74932.565056
[25]BKN032:GT	landrace	-76958.473463	10	landrace	76958.473463
[26]BKN033:GT	landrace	-75763.99608	10	landrace	75763.99608
[27]BKN034:GT	landrace	-74770.451228	10	landrace	74770.451228
[28]BKN035:GT	landrace	-72557.89901	10	landrace	72557.89901
[29]BKN040:GT	landrace	-77871.00961	10	landrace	77871.00961
[30]RIMMA0438.1:GT	landrace	-74227.815566	10	landrace	74227.815566
[5]german_Teosinte:GT	wild	-60320.875548	10	wild	60320.875548
[6]TIL01:GT	wild	-60834.592241	10	wild	60834.592241
[7]TIL01-JD:GT	wild	-61811.345161	10	wild	61811.345161
[8]TIL02:GT	wild	-57960.887652	10	wild	57960.887652
[9]TIL03:GT	wild	-62484.340997	10	wild	62484.340997
[10]TIL04-TIP285:GT	wild	-59403.376809	10	wild	59403.376809
[11]TIL04-TIP454:GT	wild	-61676.275271	10	wild	61676.275271
[12]TIL05:GT	wild	-64011.102129	10	wild	64011.102129
[13]TIL06-TIP260:GT	wild	-58447.742093	10	wild	58447.742093
[14]TIL06-TIP496:GT	wild	-58105.383968	10	wild	58105.383968
[15]TIL07:GT	wild	-62858.216259	10	wild	62858.216259
[16]TIL09:GT	wild	-63639.417333	10	wild	63639.417333
[17]TIL10:GT	wild	-62391.82629	10	wild	62391.82629
[18]TIL11:GT	wild	-63593.799154	10	wild	63593.799154
[19]TIL12:GT	wild	-56286.091262	10	wild	56286.091262
[20]TIL14-TIP498:GT	wild	-62980.559403	10	wild	62980.559403
[21]TIL15:GT	wild	-58642.683662	10	wild	58642.683662
[22]TIL16:GT	wild	-57792.841286	10	wild	57792.841286
[23]TIL17:GT	wild	-63149.573499	10	wild	63149.573499
[24]TIL25-TIP489:GT	wild	-58759.815867	10	wild	58759.815867
