sample	group	dataset	Abs_genetic_load	Abs_per_Ndel
PI656061_PI656061	SAP_all	SAP	68361.2707957	14.8417869725792
PI656062_PI656062	SAP_all	SAP	91580.6186042	14.0074363114408
PI656063_PI656063	SAP_all	SAP	66754.9089303	11.1873485721971
PI656064_PI656064	SAP_all	SAP	104650.3177963	15.1799126481433
PI656065_PI656065	SAP_all	SAP	85809.701492	15.3973984374664
PI656066_PI656066	SAP_all	SAP	83967.5927305	14.4348620819151
PI656067_PI656067	SAP_all	SAP	90724.8534675	13.4967053655906
PI656068_PI656068	SAP_all	SAP	86756.9044138	14.2668811731294
PI656069_PI656069	SAP_all	SAP	64186.1801372	13.2342639458144
PI656070_PI656070	SAP_all	SAP	69245.058017	14.3394197591634
PI656071_PI656071	SAP_all	SAP	75314.6600162	15.2582374425041
PI656072_PI656072	SAP_all	SAP	97870.8529834	15.1549787834314
PI656073_PI656073	SAP_all	SAP	87741.0222924	14.8537366332148
PI656074_PI656074	SAP_all	SAP	69834.4632753	14.1853469988422
PI656075_PI656075	SAP_all	SAP	69229.7374237	14.9653561227194
PI656076_PI656076	SAP_all	SAP	87424.3411635	14.4407567167988
PI656077_PI656077	SAP_all	SAP	75744.603053	13.2212607877466
PI656078_PI656078	SAP_all	SAP	23479.9364026	13.7631514669402
PI656079_PI656079	SAP_all	SAP	72519.3408345	14.2334329410206
PI656080_PI656080	SAP_all	SAP	67808.6578324	14.0857203640216
PI656081_PI656081	SAP_all	SAP	19546.8576634	14.5654677074516
PI656082_PI656082	SAP_all	SAP	96354.4213144	15.0436254979547
PI656083_PI656083	SAP_all	SAP	80298.3624585	8.35918826342911
PI656085_PI656085	SAP_all	SAP	68774.2175809	11.8822075986351
PI656086_PI656086	SAP_all	SAP	77032.4059884	15.0219200445398
PI656087_PI656087	SAP_all	SAP	66502.6698763	14.6999712370248
PI656088_PI656088	SAP_all	SAP	90801.9772763	14.3243377940211
PI656089_PI656089	SAP_all	SAP	90893.1418202	14.2398780855711
PI656090_PI656090	SAP_all	SAP	65836.2506709	14.3778664928805
PI656091_PI656091	SAP_all	SAP	92370.7995303	11.9203509524197
PI656092_PI656092	SAP_all	SAP	86156.3522608	15.2300428249602
PI656093_PI656093	SAP_all	SAP	64272.3665555	14.9089228845975
PI656094_PI656094	SAP_all	SAP	64700.5590761	15.166563308978
PI656095_PI656095	SAP_all	SAP	73965.4649651	14.6640493586638
PI656096_PI656096	SAP_all	SAP	65723.4246265	15.1018898498392
PI656097_PI656097	SAP_all	SAP	82664.6943965	15.3167860656846
PI656098_PI656098	SAP_all	SAP	59168.9976685	14.0443858695704
PI656099_PI656099	SAP_all	SAP	87440.2627343	14.0737586889264
PI656100_PI656100	SAP_all	SAP	98385.0977249	14.2752608422664
PI656101_PI656101	SAP_all	SAP	86610.5723429	15.340165133351
PI656102_PI656102	SAP_all	SAP	58673.5409573	15.3595656956283
PI656103_PI656103	SAP_all	SAP	80565.2024766	14.430450022676
PI656104_PI656104	SAP_all	SAP	88479.7363767	9.12162230687629
PI656105_PI656105	SAP_all	SAP	66025.265473	14.2695624536417
PI656106_PI656106	SAP_all	SAP	63849.7474205	13.9745562312322
PI656107_PI656107	SAP_all	SAP	85427.0234003	11.6069325272147
PI656108_PI656108	SAP_all	SAP	71615.7765306	15.1024412759595
PI656109_PI656109	SAP_all	SAP	81747.1340331	13.7459448517067
PI656110_PI656110	SAP_all	SAP	77919.4557116	12.6451567204804
PI656111_PI656111	SAP_all	SAP	64348.9872959	15.3871323041368
PI656112_PI656112	SAP_all	SAP	75047.1737982	14.5102810901392
PI656113_PI656113	SAP_all	SAP	83733.0159451	14.1345401662897
PI656114_PI656114	SAP_all	SAP	73778.0364291	11.9035231411907
PI656115_PI656115	SAP_all	SAP	100126.2984135	14.774427978973
PI656116_PI656116	SAP_all	SAP	69004.2051923	12.0321194755536
PI656118_PI656118	SAP_all	SAP	66031.7210711	14.4205549401834
PI656119_PI656119	SAP_all	SAP	71951.6613984	12.5351326478049
PI656120_PI656120	SAP_all	SAP	84335.6047224	14.5556791029341
PI656121_PI656121	SAP_all	SAP	70829.327735	14.1319488697127
PI659691_PI659691	SAP_all	SAP	75394.4673219	10.9824424358194
PI659694_PI659694	SAP_all	SAP	96571.9452946	14.3558711601903
PI659695_PI659695	SAP_all	SAP	79179.4926549	14.2434777216945
PI659696_PI659696	SAP_all	SAP	78653.9125447	14.8152029656621
PI659753_PI659753	SAP_all	SAP	94562.0839625	13.5185252269478
V5	Sorghum_improved	Sorghum	104795.5244565	7.99355640400458
V6	Sorghum_improved	Sorghum	108405.9671454	7.99277203755806
V7	Sorghum_improved	Sorghum	115454.3259073	7.97942676807658
V8	Sorghum_improved	Sorghum	128669.8825393	8.00534327999129
V9	Sorghum_improved	Sorghum	130967.4676248	7.96348459350602
V10	Sorghum_improved	Sorghum	127676.4290682	7.95095460631461
V11	Sorghum_improved	Sorghum	119010.7864047	7.97125160111856
V12	Sorghum_improved	Sorghum	109460.0654731	7.96478683497781
V13	Sorghum_improved	Sorghum	106594.0767519	8.02243371354708
V14	Sorghum_improved	Sorghum	145688.8998573	7.90284241157038
V15	Sorghum_improved	Sorghum	113146.619855	7.98550496541746
V16	Sorghum_improved	Sorghum	162201.2625507	7.92153069694765
V17	Sorghum_improved	Sorghum	93830.3376512	7.97334616342624
V18	Sorghum_improved	Sorghum	164720.6920287	7.94179123613616
V19	Sorghum_improved	Sorghum	133125.3862948	7.94446418182252
V20	Sorghum_improved	Sorghum	138852.4971054	7.92853863446583
V21	Sorghum_improved	Sorghum	159639.5889744	7.92059483871992
V22	Sorghum_improved	Sorghum	143569.1810066	7.95044750285746
V23	Sorghum_improved	Sorghum	144691.2421609	7.95356432282872
V24	Sorghum_improved	Sorghum	163901.2778977	7.95521418714265
V25	Sorghum_improved	Sorghum	120497.5581511	7.96678070420496
V26	Sorghum_improved	Sorghum	188126.674697	7.95091816478593
V27	Sorghum_improved	Sorghum	104579.9528231	8.01010668069087
V28	Sorghum_improved	Sorghum	94989.6244013	7.99845271146009
V29	Sorghum_improved	Sorghum	146987.6402802	7.95559862958433
V30	Sorghum_improved	Sorghum	141081.6742876	7.92282104159039
V31	Sorghum_improved	Sorghum	143520.4018804	7.92623857515878
V32	Sorghum_improved	Sorghum	151924.3103912	7.93089947751096
V33	Sorghum_improved	Sorghum	140698.1707767	7.92353273507349
V34	Sorghum_improved	Sorghum	154028.8051439	7.92451536471163
V35	Sorghum_improved	Sorghum	146267.723973	7.88505250528302
V36	Sorghum_improved	Sorghum	166078.7913502	7.89986164439899
V37	Sorghum_improved	Sorghum	156931.4603361	7.90029502296114
V38	Sorghum_improved	Sorghum	123886.5392841	7.94246309040262
V39	Sorghum_improved	Sorghum	126373.6601076	7.96556319619288
V40	Sorghum_improved	Sorghum	185559.9544263	7.93499912021809
V41	Sorghum_improved	Sorghum	171930.0669889	7.95052332896648
V42	Sorghum_improved	Sorghum	125059.7263876	8.00075020072932
V43	Sorghum_improved	Sorghum	130781.7422331	7.98033574768733
V44	Sorghum_improved	Sorghum	122219.1350122	8.0285840512514
V45	Sorghum_improved	Sorghum	141477.0854468	7.96739795273977
V46	Sorghum_improved	Sorghum	146329.5044467	7.96654532048672
V47	Sorghum_improved	Sorghum	142826.4971923	7.92423974657679
V48	Sorghum_improved	Sorghum	137162.49626	7.93259477531664
V49	Sorghum_improved	Sorghum	153776.3869316	7.9258007902072
V50	Sorghum_improved	Sorghum	131046.1300265	7.99890923680034
V51	Sorghum_improved	Sorghum	147140.4231802	7.89252926997801
V52	Sorghum_improved	Sorghum	137362.216636	7.91211431576522
V53	Sorghum_improved	Sorghum	167410.1631224	7.89707831135431
V54	Sorghum_improved	Sorghum	110597.8854592	7.9923316562509
V55	Sorghum_improved	Sorghum	139458.9691947	7.96635263308009
V56	Sorghum_improved	Sorghum	115037.1808664	7.97042755258089
V57	Sorghum_improved	Sorghum	134319.1852694	7.9370788435502
V58	Sorghum_improved	Sorghum	110447.6998126	7.99997825674345
V59	Sorghum_improved	Sorghum	165684.1478766	7.95487554621663
V60	Sorghum_improved	Sorghum	131608.0177992	7.98543885681694
V61	Sorghum_improved	Sorghum	173410.5366292	7.91828934379909
V62	Sorghum_improved	Sorghum	142899.6476937	7.92258400475134
V63	Sorghum_improved	Sorghum	107058.045508	7.96681392379819
V64	Sorghum_improved	Sorghum	104415.8607605	7.9639890748608
V65	Sorghum_improved	Sorghum	116233.3797505	8.00560505203526
V66	Sorghum_improved	Sorghum	142174.8832259	7.97615053160729
V67	Sorghum_improved	Sorghum	134389.8902588	7.95159400383409
V68	Sorghum_improved	Sorghum	141787.8149858	7.94774747678251
V69	Sorghum_improved	Sorghum	183434.5675051	7.94329742801282
V70	Sorghum_improved	Sorghum	146330.8466629	7.9635834918585
V71	Sorghum_improved	Sorghum	92711.9829784	7.96631577405053
V72	Sorghum_improved	Sorghum	143068.1448515	7.95132245048074
V73	Sorghum_improved	Sorghum	186403.1920483	7.95031954483921
V74	Sorghum_improved	Sorghum	137066.4496764	7.98755534244755
V75	Sorghum_improved	Sorghum	136599.6241258	7.99295635610298
V76	Sorghum_improved	Sorghum	140097.1597407	7.94652068863868
V77	Sorghum_improved	Sorghum	186852.7282835	7.93530930834077
V78	Sorghum_improved	Sorghum	132717.0527261	7.96334169723389
V79	Sorghum_improved	Sorghum	155058.6522794	7.94520661402951
V80	Sorghum_improved	Sorghum	166909.6633515	7.94618725786718
V81	Sorghum_improved	Sorghum	155590.2024913	7.96754416690393
V82	Sorghum_improved	Sorghum	197861.3076327	7.9462372543253
V83	Sorghum_improved	Sorghum	183253.5525719	7.97239852831724
V84	Sorghum_improved	Sorghum	188903.4783986	7.93645401220906
V85	Sorghum_improved	Sorghum	161515.9906092	7.96272878175902
V86	Sorghum_improved	Sorghum	116836.4825361	7.99537963019914
V87	Sorghum_improved	Sorghum	123690.7370373	7.99345592848003
V88	Sorghum_improved	Sorghum	185792.8934313	7.95346290373716
V89	Sorghum_improved	Sorghum	109017.7498246	8.02604357097843
V90	Sorghum_improved	Sorghum	184458.6851149	7.97142113720398
V91	Sorghum_improved	Sorghum	141416.6717252	7.95996125887651
V92	Sorghum_improved	Sorghum	185630.6170603	7.94923848322627
V93	Sorghum_improved	Sorghum	158559.8624617	7.94507503440898
V94	Sorghum_improved	Sorghum	176140.3524093	7.95323756758478
V95	Sorghum_improved	Sorghum	181867.8232531	7.96234067042161
V96	Sorghum_improved	Sorghum	160492.8304854	7.92244202218383
V97	Sorghum_improved	Sorghum	130510.8265211	7.98231354869113
V98	Sorghum_improved	Sorghum	133527.974231	7.97134345597278
V99	Sorghum_improved	Sorghum	129010.397055	8.0046160609915
V100	Sorghum_improved	Sorghum	151785.131264	7.94728159924603
V101	Sorghum_improved	Sorghum	114544.3115927	7.99164945180353
V102	Sorghum_improved	Sorghum	140749.2550925	7.96003026198959
V103	Sorghum_improved	Sorghum	147401.2403562	7.95731161499676
V104	Sorghum_improved	Sorghum	139924.0577869	7.94932722343484
V105	Sorghum_improved	Sorghum	132925.900951	7.94536168266587
V106	Sorghum_improved	Sorghum	110761.3201758	7.93476038224801
V107	Sorghum_improved	Sorghum	129470.1460264	7.97573745003388
V108	Sorghum_improved	Sorghum	184624.6328396	7.92958952195164
V109	Sorghum_improved	Sorghum	105082.3053224	7.97770310677194
V110	Sorghum_improved	Sorghum	91623.5217386	8.00065680567587
V111	Sorghum_improved	Sorghum	104122.5583202	7.97324131405161
V112	Sorghum_improved	Sorghum	131432.2913437	7.95594983920702
V113	Sorghum_improved	Sorghum	114678.8938455	7.95000997195841
V114	Sorghum_improved	Sorghum	159430.8364357	7.95047306815439
V115	Sorghum_improved	Sorghum	137917.8165653	7.96752262075679
V116	Sorghum_improved	Sorghum	124774.284023	7.99271565069502
V117	Sorghum_improved	Sorghum	132010.4114649	7.97838821859664
V118	Sorghum_improved	Sorghum	109191.5839639	7.99938344057875
V119	Sorghum_improved	Sorghum	162866.5377273	7.93812632096798
V120	Sorghum_improved	Sorghum	95712.1624314	7.9986764525656
V121	Sorghum_improved	Sorghum	131041.307768	7.99129819295036
V122	Sorghum_improved	Sorghum	164980.3625853	7.96198844579412
V123	Sorghum_improved	Sorghum	97709.128243	8.02077887399442
V124	Sorghum_improved	Sorghum	130096.6083424	7.98236644633697
V125	Sorghum_improved	Sorghum	141502.5318179	7.99359009252627
V126	Sorghum_improved	Sorghum	141050.229571	7.96399015137485
V127	Sorghum_improved	Sorghum	122589.505113	7.99774955069155
V128	Sorghum_improved	Sorghum	120197.506337	7.99770485973784
V129	Sorghum_improved	Sorghum	180027.8253037	7.95175906818463
V130	Sorghum_improved	Sorghum	185296.1331867	7.95603835065264
V131	Sorghum_improved	Sorghum	113291.0171242	7.92355693972584
V132	Sorghum_improved	Sorghum	155146.3245207	7.90796291965442
V5	Sorghum_landrace	Sorghum	188762.8279218	7.95930291456401
V6	Sorghum_landrace	Sorghum	193333.3425216	7.96528273408042
V7	Sorghum_landrace	Sorghum	166812.2964856	7.97954061160488
V8	Sorghum_landrace	Sorghum	201854.9483823	7.97624959032284
V9	Sorghum_landrace	Sorghum	234085.0589702	7.94343408226272
V10	Sorghum_landrace	Sorghum	215403.7835835	7.96817902502497
V11	Sorghum_landrace	Sorghum	229079.1864944	7.94393267310747
V12	Sorghum_landrace	Sorghum	239091.9233071	7.97664386825582
V13	Sorghum_landrace	Sorghum	156192.7601429	7.95521850580116
V14	Sorghum_landrace	Sorghum	221642.5277062	7.95415495087744
V15	Sorghum_landrace	Sorghum	149488.9686884	7.95958514926788
V16	Sorghum_landrace	Sorghum	134144.849236	7.98623856855391
V17	Sorghum_landrace	Sorghum	155147.3929677	8.02417341441427
V18	Sorghum_landrace	Sorghum	208125.6484941	7.96409323438182
V19	Sorghum_landrace	Sorghum	194870.9500968	7.95813901649038
V20	Sorghum_landrace	Sorghum	257399.5592612	7.94860140386005
V21	Sorghum_landrace	Sorghum	181847.8114625	7.97788064677108
V22	Sorghum_landrace	Sorghum	215915.9728208	7.97856672902225
V23	Sorghum_landrace	Sorghum	192220.7480988	7.97927555412204
V24	Sorghum_landrace	Sorghum	212520.5614754	7.97719910947037
V25	Sorghum_landrace	Sorghum	189136.305906	7.97976145076365
V26	Sorghum_landrace	Sorghum	242566.9793664	7.97576626332161
V27	Sorghum_landrace	Sorghum	235455.7536011	7.94653235238272
V28	Sorghum_landrace	Sorghum	255708.0086423	7.95359280380404
V29	Sorghum_landrace	Sorghum	245265.7078274	7.95542354289329
V30	Sorghum_landrace	Sorghum	230384.7846437	7.97455121646591
V31	Sorghum_landrace	Sorghum	239646.6936063	7.96697784595412
V32	Sorghum_landrace	Sorghum	261277.2458478	7.95485601606942
V33	Sorghum_landrace	Sorghum	239032.1782971	7.98317341183288
V34	Sorghum_landrace	Sorghum	159322.5617554	7.98449242033678
V35	Sorghum_landrace	Sorghum	193826.3900006	7.98362262132795
V36	Sorghum_landrace	Sorghum	140151.3360598	8.01231054538074
V37	Sorghum_landrace	Sorghum	219470.3318034	7.99440249894001
V38	Sorghum_landrace	Sorghum	215707.0901755	7.9702590221512
V39	Sorghum_landrace	Sorghum	235594.2504194	7.97219309757039
V40	Sorghum_landrace	Sorghum	206706.3445528	7.96280074551408
V41	Sorghum_landrace	Sorghum	231610.2886801	7.96596005778504
V42	Sorghum_landrace	Sorghum	243157.8480406	7.9684695409012
V43	Sorghum_landrace	Sorghum	215224.9948026	7.96863989050317
V44	Sorghum_landrace	Sorghum	231238.5442833	7.97236836005171
V45	Sorghum_landrace	Sorghum	210580.9014831	7.9699077088449
V46	Sorghum_landrace	Sorghum	239073.9808896	7.96833586273373
V47	Sorghum_landrace	Sorghum	212711.4840825	7.96523063405729
V48	Sorghum_landrace	Sorghum	208503.5482742	7.98191364651252
V49	Sorghum_landrace	Sorghum	203451.0235494	7.97253119438066
V50	Sorghum_landrace	Sorghum	174671.5558602	7.9722298430032
V51	Sorghum_landrace	Sorghum	196462.804246	7.9671845673385
V52	Sorghum_landrace	Sorghum	234621.4070735	7.96785325930517
V53	Sorghum_landrace	Sorghum	200562.1705622	7.97685918793302
V54	Sorghum_landrace	Sorghum	215707.7319579	7.96175144715978
V55	Sorghum_landrace	Sorghum	147208.7576865	8.00221557330398
V56	Sorghum_landrace	Sorghum	212262.3966323	7.95079584343934
V57	Sorghum_landrace	Sorghum	234397.9272805	7.97054975790601
V58	Sorghum_landrace	Sorghum	169600.0158241	7.96206825144829
V59	Sorghum_landrace	Sorghum	142247.6376732	8.00493177676984
V60	Sorghum_landrace	Sorghum	169160.5147511	7.95637621706881
V61	Sorghum_landrace	Sorghum	244626.962064	7.95095271115156
V62	Sorghum_landrace	Sorghum	166958.0784663	7.97202303711503
V63	Sorghum_landrace	Sorghum	158794.1590967	8.00454476745136
V64	Sorghum_landrace	Sorghum	235431.0995465	7.94838283411546
V65	Sorghum_landrace	Sorghum	170275.6544919	7.99641469389969
V66	Sorghum_landrace	Sorghum	180841.8701816	8.01071407227464
V67	Sorghum_landrace	Sorghum	354382.0622477	7.95791929955313
V68	Sorghum_landrace	Sorghum	242465.9841681	7.98136818750123
V69	Sorghum_landrace	Sorghum	205742.0996393	7.96123126724065
V70	Sorghum_landrace	Sorghum	157785.89831	7.98350021807327
V71	Sorghum_landrace	Sorghum	163374.1061216	7.97608290394962
V72	Sorghum_landrace	Sorghum	250285.7220802	7.96859887548792
V73	Sorghum_landrace	Sorghum	248966.8263354	7.97919448546247
V74	Sorghum_landrace	Sorghum	238215.1137565	7.97559641611424
V75	Sorghum_landrace	Sorghum	230648.919428	7.98231249101921
V76	Sorghum_landrace	Sorghum	231314.7378119	7.9692254465617
V77	Sorghum_landrace	Sorghum	169299.7164533	7.97642951487868
V78	Sorghum_landrace	Sorghum	235760.4268383	7.96218935624114
V79	Sorghum_landrace	Sorghum	238690.1993972	7.96802641865403
V80	Sorghum_landrace	Sorghum	218551.6908691	7.96529232703185
V81	Sorghum_landrace	Sorghum	241758.4857243	7.95729332250346
V82	Sorghum_landrace	Sorghum	235131.5127611	7.97488511603243
V83	Sorghum_landrace	Sorghum	217266.8675155	7.96199309276972
V84	Sorghum_landrace	Sorghum	253201.6285129	7.95481082352812
V85	Sorghum_landrace	Sorghum	199271.802575	7.9772539061249
V86	Sorghum_landrace	Sorghum	227895.7832345	7.98205958581136
V87	Sorghum_landrace	Sorghum	213212.6985119	7.98041316434854
V88	Sorghum_landrace	Sorghum	237630.98281	7.98276615190809
V89	Sorghum_landrace	Sorghum	245211.6568593	7.94902933283519
V90	Sorghum_landrace	Sorghum	168345.7025595	7.98073871999147
V91	Sorghum_landrace	Sorghum	236107.9499259	7.9420078013354
V92	Sorghum_landrace	Sorghum	203456.5891591	7.95000739133714
V93	Sorghum_landrace	Sorghum	246291.4372322	7.98636263277668
V94	Sorghum_landrace	Sorghum	171685.5126131	7.9524532221548
V95	Sorghum_landrace	Sorghum	153760.3535817	7.97098774399689
V96	Sorghum_landrace	Sorghum	139288.6212804	8.01153924309214
V97	Sorghum_landrace	Sorghum	132818.4926263	7.99870476520927
V98	Sorghum_landrace	Sorghum	160808.8724754	7.9596531443548
V99	Sorghum_landrace	Sorghum	185810.0825951	7.94637482765685
V100	Sorghum_landrace	Sorghum	196764.3275894	7.9594000076615
V101	Sorghum_landrace	Sorghum	201048.183326	7.96072790837458
V102	Sorghum_landrace	Sorghum	186817.4497042	7.94021802551003
V103	Sorghum_landrace	Sorghum	198408.7101227	7.94397462054372
V104	Sorghum_landrace	Sorghum	217053.9086884	7.96002305590436
V105	Sorghum_landrace	Sorghum	180896.5180061	7.97674036538055
V5	Sorghum_wild	Sorghum	269708.9137608	7.92935008410655
V6	Sorghum_wild	Sorghum	355276.1143394	7.97441448957174
V7	Sorghum_wild	Sorghum	291402.2976548	7.97183065204355
V8	Sorghum_wild	Sorghum	337480.8266785	7.94801880969596
V9	Sorghum_wild	Sorghum	376761.9853728	7.95326322242675
V10	Sorghum_wild	Sorghum	293371.7554574	7.93497120678892
V11	Sorghum_wild	Sorghum	322990.1516216	7.95601033627115
V12	Sorghum_wild	Sorghum	322252.9562627	7.94724792874547
V13	Sorghum_wild	Sorghum	318806.8265987	7.92913737903101
V14	Sorghum_wild	Sorghum	265438.1792008	7.96991980786068
V15	Sorghum_wild	Sorghum	225930.7221281	7.96035241096822
V16	Sorghum_wild	Sorghum	294965.8898009	7.95871485081485
V17	Sorghum_wild	Sorghum	280897.3829572	7.96374980032887
V18	Sorghum_wild	Sorghum	427158.2420785	7.96491221477718
V19	Sorghum_wild	Sorghum	269942.997979	7.97444678086319
V20	Sorghum_wild	Sorghum	376447.9947389	7.95469518085749
V21	Sorghum_wild	Sorghum	393631.4587557	7.95327538754369
V22	Sorghum_wild	Sorghum	438313.4005675	7.94405800756683
V23	Sorghum_wild	Sorghum	269224.9989933	7.95558638909311
V24	Sorghum_wild	Sorghum	255011.7208454	7.95867052135947
V25	Sorghum_wild	Sorghum	230531.8499087	7.95678217335796
V26	Sorghum_wild	Sorghum	317837.8815843	7.95230888671687
V27	Sorghum_wild	Sorghum	261087.6351184	7.95077760881905
V28	Sorghum_wild	Sorghum	266262.501517	7.95383264180308
V29	Sorghum_wild	Sorghum	330850.3406586	7.96289539239452
V30	Sorghum_wild	Sorghum	414688.5487517	7.95321433711858
V31	Sorghum_wild	Sorghum	411209.7826276	7.95176807819311
V32	Sorghum_wild	Sorghum	257516.4769071	7.97338690612441
V33	Sorghum_wild	Sorghum	283200.7059742	7.93835195442747
V34	Sorghum_wild	Sorghum	265081.3652053	7.95228191052079
V35	Sorghum_wild	Sorghum	235342.2774358	7.97094927809653
V36	Sorghum_wild	Sorghum	287007.6831842	7.93408755416045
V37	Sorghum_wild	Sorghum	445063.8777953	7.97676992195179
V38	Sorghum_wild	Sorghum	396426.5204595	7.95669711698413
V39	Sorghum_wild	Sorghum	370243.6870033	7.95196922257947
V40	Sorghum_wild	Sorghum	399304.9795466	7.95174803940178
V41	Sorghum_wild	Sorghum	246888.9622549	7.96236212000194
V42	Sorghum_wild	Sorghum	311072.5951272	7.9548036089298
V43	Sorghum_wild	Sorghum	387288.8200438	7.95319574592985
V44	Sorghum_wild	Sorghum	297321.0518371	7.93427405964561
V45	Sorghum_wild	Sorghum	411039.0551619	7.95523534734367
V46	Sorghum_wild	Sorghum	364614.9315959	7.95112919719781
V47	Sorghum_wild	Sorghum	276338.1452855	7.9462314609357
V48	Sorghum_wild	Sorghum	387526.4977854	7.96167353793401
V49	Sorghum_wild	Sorghum	269261.4843357	7.93930368084034
V50	Sorghum_wild	Sorghum	395784.068078	7.95625827878179
V51	Sorghum_wild	Sorghum	385350.1576092	7.96375460050426
V52	Sorghum_wild	Sorghum	382721.525849	7.9604294240401
V53	Sorghum_wild	Sorghum	308448.8856262	7.94173087943047
