sample	group	Genetic_load_sum	N_del_sum	n_chr_rows	Abs_genetic_load
[375]8982:GT	improved	-317345.906468	81221	10	317345.906468
[376]9058:GT	improved	-326514.855826	83370	10	326514.855826
[377]9101-7:GT	improved	-224825.268496	57433	10	224825.268496
[378]91huang10:GT	improved	-301439.224764	77222	10	301439.224764
[379]91huang15:GT	improved	-311702.353796	79977	10	311702.353796
[380]91huang5:GT	improved	-297764.248027	76387	10	297764.248027
[381]926:GT	improved	-336538.979999	86054	10	336538.979999
[382]928:GT	improved	-335571.291389	85822	10	335571.291389
[383]92huang40:GT	improved	-311893.3268	79644	10	311893.3268
[384]953:GT	improved	-256143.910517	65540	10	256143.910517
[385]96201:GT	improved	-306840.7807	78570	10	306840.7807
[386]9702:GT	improved	-297848.729515	76179	10	297848.729515
[387]9706:GT	improved	-310097.141995	79266	10	310097.141995
[388]9710:GT	improved	-249570.030392	63791	10	249570.030392
[389]98F1:GT	improved	-103272.880011	26657	10	103272.880011
[390]99122:GT	improved	-289344.230567	73927	10	289344.230567
[391]A272:GT	improved	-314915.704227	80928	10	314915.704227
[392]A554:GT	improved	-296920.255735	76092	10	296920.255735
[393]A619:GT	improved	-271149.864935	69501	10	271149.864935
[394]A632:GT	improved	-241815.660088	61903	10	241815.660088
[395]A679:GT	improved	-67704.150409	17199	10	67704.150409
[396]A801:GT	improved	-252294.634117	64641	10	252294.634117
[397]Ay3566:GT	improved	-236255.977686	60457	10	236255.977686
[398]Ay420:GT	improved	-281496.838532	71867	10	281496.838532
[399]B09:GT	improved	-236856.355838	60638	10	236856.355838
[400]B100:GT	improved	-300943.615341	77152	10	300943.615341
[401]B102:GT	improved	-305666.372941	78326	10	305666.372941
[402]B12:GT	improved	-314715.185262	80770	10	314715.185262
[403]B14:GT	improved	-206664.58182	52949	10	206664.58182
[404]B37:GT	improved	-258346.85837	66033	10	258346.85837
[405]B394:GT	improved	-308373.14876	78740	10	308373.14876
[406]B4:GT	improved	-294991.025784	75504	10	294991.025784
[407]B47:GT	improved	-263220.276666	67380	10	263220.276666
[408]B68:GT	improved	-240060.643485	61570	10	240060.643485
[409]B7:GT	improved	-280971.879127	72025	10	280971.879127
[410]B73:GT	improved	-7257.836949	1819	10	7257.836949
[411]B76:GT	improved	-262544.102348	67157	10	262544.102348
[412]B8:GT	improved	-307352.432969	78861	10	307352.432969
[413]B95:GT	improved	-296573.845238	76046	10	296573.845238
[414]B97:GT	improved	-297440.407751	76398	10	297440.407751
[415]B98:GT	improved	-291215.705549	74775	10	291215.705549
[416]bai197:GT	improved	-339292.687727	86782	10	339292.687727
[417]baihe43:GT	improved	-310849.07788	79776	10	310849.07788
[418]baiU8112:GT	improved	-284840.838121	72762	10	284840.838121
[419]bao3040:GT	improved	-279672.285412	71415	10	279672.285412
[420]BC4B:GT	improved	-208450.834395	53400	10	208450.834395
[421]BCC03:GT	improved	-306355.988302	78518	10	306355.988302
[422]Beck:GT	improved	-180277.33848	46295	10	180277.33848
[423]ben7884:GT	improved	-292267.092802	74857	10	292267.092802
[424]BM:GT	improved	-314234.303601	80276	10	314234.303601
[425]BS110:GT	improved	-131539.16811	33779	10	131539.16811
[426]BT1:GT	improved	-312191.144012	79838	10	312191.144012
[427]C103:GT	improved	-309433.206333	79188	10	309433.206333
[428]C13:GT	improved	-319423.559483	81890	10	319423.559483
[429]C166:GT	improved	-334335.6974	85522	10	334335.6974
[430]C521:GT	improved	-305726.901745	78167	10	305726.901745
[431]C8605-2:GT	improved	-244887.094019	62590	10	244887.094019
[432]cai11-8:GT	improved	-318659.252144	81541	10	318659.252144
[433]CAU178:GT	improved	-322420.286066	82346	10	322420.286066
[434]CAU478:GT	improved	-239512.96485	61217	10	239512.96485
[435]CAU5003:GT	improved	-309584.973043	79222	10	309584.973043
[436]CAUCHANG72:GT	improved	-332292.605823	85006	10	332292.605823
[437]CAUMo17:GT	improved	-316362.594484	80667	10	316362.594484
[438]CAUZHENG58:GT	improved	-276782.841877	70771	10	276782.841877
[439]chang3:GT	improved	-295795.100732	75703	10	295795.100732
[440]chang69:GT	improved	-284665.929439	72861	10	284665.929439
[441]chang72:GT	improved	-327256.262676	83982	10	327256.262676
[442]chang7daxian1:GT	improved	-322724.053089	82692	10	322724.053089
[443]changD:GT	improved	-340389.130293	87059	10	340389.130293
[444]changK:GT	improved	-326252.721277	83345	10	326252.721277
[445]chaoxianbai:GT	improved	-289401.315317	74331	10	289401.315317
[446]chen322:GT	improved	-325067.441084	82981	10	325067.441084
[447]cheng18:GT	improved	-296402.250686	75808	10	296402.250686
[448]cheng435:GT	improved	-147702.668127	37532	10	147702.668127
[449]cheng698-3:GT	improved	-254358.645947	64970	10	254358.645947
[450]chengzi108:GT	improved	-306678.386665	78423	10	306678.386665
[451]chengzi2142:GT	improved	-314107.750438	80232	10	314107.750438
[452]chi545:GT	improved	-310712.948785	79529	10	310712.948785
[453]chihuang14:GT	improved	-214960.041936	55191	10	214960.041936
[454]chihuang32:GT	improved	-305421.782612	78146	10	305421.782612
[455]chong72:GT	improved	-289074.229931	73924	10	289074.229931
[456]CM105:GT	improved	-252801.471347	64808	10	252801.471347
[457]CML103:GT	improved	-304811.471344	78395	10	304811.471344
[458]CML103-run248:GT	improved	-304668.559335	78336	10	304668.559335
[459]CML125-2pianma:GT	improved	-296348.145054	76182	10	296348.145054
[460]CML133:GT	improved	-305813.38827	78466	10	305813.38827
[461]CML192:GT	improved	-308601.956666	79341	10	308601.956666
[462]CML202:GT	improved	-312483.125886	80154	10	312483.125886
[463]CML206:GT	improved	-313308.000563	80197	10	313308.000563
[464]CML228:GT	improved	-313094.356008	80365	10	313094.356008
[465]CML247:GT	improved	-311278.616666	79913	10	311278.616666
[466]CML277:GT	improved	-306952.713234	78925	10	306952.713234
[467]CML312SR:GT	improved	-316210.066005	81106	10	316210.066005
[468]CML322:GT	improved	-309098.391469	79306	10	309098.391469
[469]CML330:GT	improved	-311277.928149	79896	10	311277.928149
[470]CML333:GT	improved	-305350.243611	78416	10	305350.243611
[471]CML341:GT	improved	-309316.232554	79657	10	309316.232554
[472]CML411:GT	improved	-311863.103599	80063	10	311863.103599
[473]CML418:GT	improved	-307452.607334	78955	10	307452.607334
[474]CML479:GT	improved	-307704.440048	79078	10	307704.440048
[475]CML504:GT	improved	-311600.8861	80114	10	311600.8861
[476]CML505:GT	improved	-303645.510843	77790	10	303645.510843
[477]CML511:GT	improved	-312099.719158	80078	10	312099.719158
[478]CML52:GT	improved	-306041.343192	78681	10	306041.343192
[479]CML58:GT	improved	-334517.435462	85561	10	334517.435462
[480]CML69:GT	improved	-308804.312422	79282	10	308804.312422
[481]CML84:GT	improved	-304519.361218	78312	10	304519.361218
[482]CML85:GT	improved	-311367.408848	80001	10	311367.408848
[483]CML96:GT	improved	-296534.4423	76189	10	296534.4423
[484]CML99:GT	improved	-290402.883589	74500	10	290402.883589
[485]CN104:GT	improved	-283940.057187	72587	10	283940.057187
[486]CN165:GT	improved	-268060.295203	68772	10	268060.295203
[487]Co109:GT	improved	-300114.895388	76990	10	300114.895388
[488]CR14:GT	improved	-148592.144382	38259	10	148592.144382
[489]CR1HT:GT	improved	-308327.937065	78803	10	308327.937065
[490]CT109:GT	improved	-325405.492766	83115	10	325405.492766
[491]CT52C:GT	improved	-316978.95034	80854	10	316978.95034
[492]Cwu215B:GT	improved	-301765.459909	77566	10	301765.459909
[493]D1049:GT	improved	-277938.23612	71049	10	277938.23612
[494]D1051:GT	improved	-322123.078376	82354	10	322123.078376
[495]D1139:GT	improved	-274275.247593	70003	10	274275.247593
[496]d140:GT	improved	-274838.178419	69980	10	274838.178419
[497]D15:GT	improved	-203639.880765	52026	10	203639.880765
[498]D20:GT	improved	-319497.980485	81581	10	319497.980485
[499]D23:GT	improved	-297793.685529	76014	10	297793.685529
[500]D33A:GT	improved	-306329.451881	78302	10	306329.451881
[501]D340:GT	improved	-247766.878791	63147	10	247766.878791
[502]D619:GT	improved	-342689.916973	87582	10	342689.916973
[503]D729:GT	improved	-314744.97871	80652	10	314744.97871
[504]D801:GT	improved	-231840.381097	59065	10	231840.381097
[505]D854:GT	improved	-286185.965876	73121	10	286185.965876
[506]D856:GT	improved	-331898.372359	84716	10	331898.372359
[507]D857:GT	improved	-284936.037182	72889	10	284936.037182
[508]D864:GT	improved	-309041.1623	79076	10	309041.1623
[509]D869:GT	improved	-271997.672457	69725	10	271997.672457
[510]D88:GT	improved	-310357.159376	79374	10	310357.159376
[511]D881:GT	improved	-217965.627583	55416	10	217965.627583
[512]D883:GT	improved	-318810.002815	81600	10	318810.002815
[513]D886:GT	improved	-311091.748865	79445	10	311091.748865
[514]D892:GT	improved	-300765.443625	76841	10	300765.443625
[515]D978:GT	improved	-283353.617025	72425	10	283353.617025
[516]da255:GT	improved	-306982.414236	78713	10	306982.414236
[517]dai6:GT	improved	-299179.455021	76782	10	299179.455021
[518]daMO:GT	improved	-320183.518609	81708	10	320183.518609
[519]dan3115:GT	improved	-305659.383635	78168	10	305659.383635
[520]dan340:GT	improved	-296053.156641	75723	10	296053.156641
[521]dan598:GT	improved	-311710.192579	79784	10	311710.192579
[522]dan599:GT	improved	-323185.909813	82486	10	323185.909813
[523]dan9046:GT	improved	-312583.643829	79883	10	312583.643829
[524]dan9064:GT	improved	-284885.869411	72748	10	284885.869411
[525]danhuang02:GT	improved	-316582.19871	80847	10	316582.19871
[526]daqing133:GT	improved	-301957.818621	77439	10	301957.818621
[527]De811:GT	improved	-264227.041648	67685	10	264227.041648
[528]DF20:GT	improved	-77113.009688	19860	10	77113.009688
[529]DF24:GT	improved	-55378.53634	14112	10	55378.53634
[530]DF27:GT	improved	-305778.565257	78012	10	305778.565257
[531]DF32:GT	improved	-317210.65723	80950	10	317210.65723
[532]DH138:GT	improved	-329346.497028	84043	10	329346.497028
[533]DH149:GT	improved	-304719.350431	77876	10	304719.350431
[534]DH40:GT	improved	-302426.347743	77408	10	302426.347743
[535]DH65232:GT	improved	-308426.781413	78978	10	308426.781413
[536]DH65232-DH9:GT	improved	-335067.446671	85779	10	335067.446671
[537]DJ7:GT	improved	-7068.779879	1803	10	7068.779879
[538]DM07:GT	improved	-269324.580848	69019	10	269324.580848
[539]DM101B:GT	improved	-249699.665703	63894	10	249699.665703
[540]dong327:GT	improved	-301239.094513	77084	10	301239.094513
[541]dupl-178:GT	improved	-322400.445729	82338	10	322400.445729
[542]dupl-478:GT	improved	-241897.492663	61819	10	241897.492663
[543]dupl-5003:GT	improved	-311528.096962	79703	10	311528.096962
[544]dupl-Zheng58:GT	improved	-279072.967735	71366	10	279072.967735
[545]duzi:GT	improved	-322457.097898	82596	10	322457.097898
[546]E200:GT	improved	-328243.617455	83900	10	328243.617455
[547]e220:GT	improved	-254523.028878	65249	10	254523.028878
[548]E28:GT	improved	-285080.821892	72934	10	285080.821892
[549]E588:GT	improved	-316188.513709	80810	10	316188.513709
[550]E600:GT	improved	-315259.959325	80582	10	315259.959325
[551]E601:GT	improved	-255651.621375	65323	10	255651.621375
[552]E8501:GT	improved	-305962.094215	78232	10	305962.094215
[553]equn3:GT	improved	-296224.610134	75737	10	296224.610134
[554]equn4:GT	improved	-304496.497846	77766	10	304496.497846
[555]ernan24:GT	improved	-302604.356275	77607	10	302604.356275
[556]ES40:GT	improved	-321042.944941	82122	10	321042.944941
[557]F42:GT	improved	-8886.571981	2302	10	8886.571981
[558]F7:GT	improved	-322801.996584	82934	10	322801.996584
[559]F7584:GT	improved	-305940.757133	78043	10	305940.757133
[560]F939:GT	improved	-314478.246615	80528	10	314478.246615
[561]fangyin:GT	improved	-308416.574938	78608	10	308416.574938
[562]fanrong2:GT	improved	-303156.571345	77681	10	303156.571345
[563]FAP1360A:GT	improved	-289931.997915	74427	10	289931.997915
[564]FAPW:GT	improved	-228379.934505	58365	10	228379.934505
[565]FBHJ:GT	improved	-238416.009577	61200	10	238416.009577
[566]FC-13:GT	improved	-299604.024426	76414	10	299604.024426
[567]Feb-48:GT	improved	-313235.166193	80185	10	313235.166193
[568]fengke1:GT	improved	-316202.417588	81112	10	316202.417588
[569]FR14:GT	improved	-269643.722619	69040	10	269643.722619
[570]fu8521:GT	improved	-291007.063958	74370	10	291007.063958
[571]fu8527:GT	improved	-299722.943345	76740	10	299722.943345
[572]fu8529:GT	improved	-301927.205923	77306	10	301927.205923
[573]fu8538:GT	improved	-302395.858263	77293	10	302395.858263
[574]fu8701:GT	improved	-262323.184094	67029	10	262323.184094
[575]fu96:GT	improved	-296941.730713	75937	10	296941.730713
[576]fusheA:GT	improved	-300620.021913	77234	10	300620.021913
[577]gan41:GT	improved	-314347.785159	80429	10	314347.785159
[578]german_B73:GT	improved	-11738.419209	3003	10	11738.419209
[579]german_CH10:GT	improved	-318542.393516	81738	10	318542.393516
[580]german_D06:GT	improved	-283560.410237	72924	10	283560.410237
[581]german_D09:GT	improved	-288181.004555	74165	10	288181.004555
[582]german_D152:GT	improved	-311462.689757	79880	10	311462.689757
[583]german_DK105:GT	improved	-319571.349008	81933	10	319571.349008
[584]german_EC169:GT	improved	-204366.91933	52357	10	204366.91933
[585]german_EC49A:GT	improved	-301905.17665	77554	10	301905.17665
[586]german_EP1:GT	improved	-315216.042144	80879	10	315216.042144
[587]german_EP44:GT	improved	-310348.555789	79851	10	310348.555789
[588]german_EZ5:GT	improved	-309802.978224	79525	10	309802.978224
[589]german_F03802:GT	improved	-307979.927447	78944	10	307979.927447
[590]german_F2:GT	improved	-315461.148436	81070	10	315461.148436
[591]german_F252:GT	improved	-295250.359029	75613	10	295250.359029
[592]german_F283:GT	improved	-310994.946701	79766	10	310994.946701
[593]german_F353:GT	improved	-293110.034434	75049	10	293110.034434
[594]german_F618:GT	improved	-266908.965269	68425	10	266908.965269
[595]german_F64:GT	improved	-309046.73844	79531	10	309046.73844
[596]german_F7:GT	improved	-319988.646871	82156	10	319988.646871
[597]german_F98902:GT	improved	-186917.942756	47942	10	186917.942756
[598]german_FF0721H-7:GT	improved	-318638.757779	81897	10	318638.757779
[599]german_Lo11:GT	improved	-312378.146357	80237	10	312378.146357
[600]german_Mo17:GT	improved	-316085.869033	80618	10	316085.869033
[601]german_PH207:GT	improved	-296348.645881	75701	10	296348.645881
[602]german_UH006:GT	improved	-320182.294932	82281	10	320182.294932
[603]german_UH007:GT	improved	-317420.034097	81531	10	317420.034097
[604]german_UH009:GT	improved	-319062.673341	81765	10	319062.673341
[605]german_UH250:GT	improved	-275480.20639	70749	10	275480.20639
[606]german_UH304:GT	improved	-290230.334235	74195	10	290230.334235
[607]german_W117:GT	improved	-300366.736566	76970	10	300366.736566
[608]GN4095:GT	improved	-310014.912565	79119	10	310014.912565
[609]guan17-1:GT	improved	-315495.899756	80546	10	315495.899756
[610]guangyou5:GT	improved	-315128.336117	80586	10	315128.336117
[611]GY3:GT	improved	-218382.019956	55573	10	218382.019956
[612]H105W:GT	improved	-260031.277009	66619	10	260031.277009
[613]H114:GT	improved	-255440.042542	65249	10	255440.042542
[614]H127:GT	improved	-307034.454177	78625	10	307034.454177
[615]H16:GT	improved	-310525.263416	79715	10	310525.263416
[616]H2:GT	improved	-283076.944026	72657	10	283076.944026
[617]H21:GT	improved	-329579.677874	84207	10	329579.677874
[618]H66-6:GT	improved	-256467.596997	65714	10	256467.596997
[619]H84:GT	improved	-262449.399263	67196	10	262449.399263
[620]H8431:GT	improved	-218016.66828	55977	10	218016.66828
[621]H99:GT	improved	-314121.885041	80708	10	314121.885041
[622]hai014:GT	improved	-312415.408641	79941	10	312415.408641
[623]hai1134:GT	improved	-317008.662743	80947	10	317008.662743
[624]hai9-21:GT	improved	-293835.20005	75343	10	293835.20005
[625]han21:GT	improved	-268866.501408	68771	10	268866.501408
[626]han49:GT	improved	-323608.591943	82902	10	323608.591943
[627]HB8229:GT	improved	-273175.494064	69916	10	273175.494064
[628]HBAI:GT	improved	-291859.526136	74707	10	291859.526136
[629]HD568:GT	improved	-240818.294687	61500	10	240818.294687
[630]Hda-5:GT	improved	-271615.286747	69709	10	271615.286747
[631]he344:GT	improved	-306965.097268	78416	10	306965.097268
[632]HHe01:GT	improved	-304953.171986	78080	10	304953.171986
[633]HP301:GT	improved	-300790.8	77045	10	300790.8
[634]hu803:GT	improved	-216096.357272	55052	10	216096.357272
[635]hua160:GT	improved	-299659.455258	76670	10	299659.455258
[636]huangC:GT	improved	-300593.282736	76733	10	300593.282736
[637]huangchanga:GT	improved	-332101.306446	84849	10	332101.306446
[638]huangchangb:GT	improved	-335639.141907	85791	10	335639.141907
[639]huangyesi:GT	improved	-344796.512584	88063	10	344796.512584
[640]huangyesi3:GT	improved	-342923.055879	87620	10	342923.055879
[641]huangzaosi:GT	improved	-347443.743828	88745	10	347443.743828
[642]huo17:GT	improved	-320223.328405	81678	10	320223.328405
[643]huobai:GT	improved	-316582.956959	81048	10	316582.956959
[644]huotanghuang:GT	improved	-320619.245655	81818	10	320619.245655
[645]huotanghuang17:GT	improved	-301018.557977	77150	10	301018.557977
[646]IA5125:GT	improved	-305263.751956	78170	10	305263.751956
[647]IB014:GT	improved	-301497.230116	77188	10	301497.230116
[648]IB02:GT	improved	-298305.025854	76351	10	298305.025854
[649]IBB14:GT	improved	-267034.799664	68320	10	267034.799664
[650]IBB15:GT	improved	-293396.579439	74968	10	293396.579439
[651]IBC2:GT	improved	-299599.247268	76686	10	299599.247268
[652]Il14H:GT	improved	-314238.915272	80620	10	314238.915272
[653]J8606:GT	improved	-314274.04654	80307	10	314274.04654
[654]ji4112:GT	improved	-337975.838779	86480	10	337975.838779
[655]ji432:GT	improved	-314005.877048	80443	10	314005.877048
[656]ji434:GT	improved	-293106.263328	75182	10	293106.263328
[657]ji444:GT	improved	-338071.703256	86480	10	338071.703256
[658]ji53:GT	improved	-314629.568645	80475	10	314629.568645
[659]ji533:GT	improved	-320697.889941	81973	10	320697.889941
[660]ji63:GT	improved	-294618.90539	75514	10	294618.90539
[661]ji833:GT	improved	-296230.496764	75878	10	296230.496764
[662]ji846:GT	improved	-308709.166044	78917	10	308709.166044
[663]ji853:GT	improved	-320102.986089	81845	10	320102.986089
[664]ji870:GT	improved	-224716.830734	57529	10	224716.830734
[665]jian1495a:GT	improved	-299002.053375	76516	10	299002.053375
[666]jian1495b:GT	improved	-296084.290501	75704	10	296084.290501
[667]jiao05:GT	improved	-291303.055236	74511	10	291303.055236
[668]jiao3:GT	improved	-313624.976009	80342	10	313624.976009
[669]jiao51:GT	improved	-330237.868148	84745	10	330237.868148
[670]jingnuo2:GT	improved	-320483.224509	82115	10	320483.224509
[671]jinsui54:GT	improved	-326743.386151	83490	10	326743.386151
[672]jiu138-5:GT	improved	-307770.191915	78693	10	307770.191915
[673]jiu22:GT	improved	-303666.034349	77847	10	303666.034349
[674]jiutai1:GT	improved	-264059.321191	67477	10	264059.321191
[675]K10:GT	improved	-299553.81729	76606	10	299553.81729
[676]K12:GT	improved	-324591.056931	82826	10	324591.056931
[677]K14:GT	improved	-308547.073586	78729	10	308547.073586
[678]K22:GT	improved	-295654.454306	75458	10	295654.454306
[679]K514:GT	improved	-322823.650466	82480	10	322823.650466
[680]Ki11:GT	improved	-315253.666	80817	10	315253.666
[681]Ki21:GT	improved	-314416.079807	80601	10	314416.079807
[682]KI3:GT	improved	-315594.050381	80864	10	315594.050381
[683]KP3130:GT	improved	-287364.434933	73547	10	287364.434933
[684]Ky21:GT	improved	-294662.183443	75616	10	294662.183443
[685]L005:GT	improved	-325788.287171	83089	10	325788.287171
[686]L05-6:GT	improved	-184874.133334	47043	10	184874.133334
[687]L061F:GT	improved	-286039.202659	73070	10	286039.202659
[688]L061M:GT	improved	-280679.682705	71612	10	280679.682705
[689]L069:GT	improved	-319252.522991	81518	10	319252.522991
[690]L-1:GT	improved	-326226.606584	83299	10	326226.606584
[691]L105:GT	improved	-292731.430423	75153	10	292731.430423
[692]L127:GT	improved	-296333.718127	75793	10	296333.718127
[693]L135:GT	improved	-299331.577012	76522	10	299331.577012
[694]L139:GT	improved	-304093.889537	77710	10	304093.889537
[695]L473:GT	improved	-292880.370092	74831	10	292880.370092
[696]L578:GT	improved	-300674.138459	77296	10	300674.138459
[697]La2-4:GT	improved	-191754.816779	48971	10	191754.816779
[698]lan766-4-2:GT	improved	-277478.829351	71101	10	277478.829351
[699]LD61:GT	improved	-315008.731573	80736	10	315008.731573
[700]LH1:GT	improved	-271224.716584	69219	10	271224.716584
[701]LH119:GT	improved	-48826.400082	12631	10	48826.400082
[702]LH123HT:GT	improved	-293386.028435	74995	10	293386.028435
[703]LH127:GT	improved	-300295.872791	76700	10	300295.872791
[704]LH128:GT	improved	-309246.799124	79092	10	309246.799124
[705]LH132:GT	improved	-73779.982088	19042	10	73779.982088
[706]LH143:GT	improved	-240144.871717	61476	10	240144.871717
[707]LH145:GT	improved	-256213.488972	65623	10	256213.488972
[708]LH146HT:GT	improved	-171580.99825	44117	10	171580.99825
[709]LH149:GT	improved	-74646.763126	19138	10	74646.763126
[710]LH150:GT	improved	-308766.322894	79097	10	308766.322894
[711]LH156:GT	improved	-306585.640785	78319	10	306585.640785
[712]LH160:GT	improved	-299200.557425	76797	10	299200.557425
[713]LH162:GT	improved	-304799.334491	78141	10	304799.334491
[714]LH190:GT	improved	-63692.613833	16307	10	63692.613833
[715]LH191:GT	improved	-169400.792074	43530	10	169400.792074
[716]LH192:GT	improved	-105741.800205	27104	10	105741.800205
[717]LH193:GT	improved	-101891.828463	25992	10	101891.828463
[718]LH194:GT	improved	-110048.80495	28184	10	110048.80495
[719]LH196:GT	improved	-51812.205781	13354	10	51812.205781
[720]LH202:GT	improved	-32232.203738	8199	10	32232.203738
[721]LH205:GT	improved	-87218.127008	22462	10	87218.127008
[722]LH208:GT	improved	-143435.259327	36725	10	143435.259327
[723]LH215:GT	improved	-311996.926032	79719	10	311996.926032
[724]LH220Ht:GT	improved	-175137.950788	44814	10	175137.950788
[725]LH295:GT	improved	-312599.064957	79849	10	312599.064957
[726]LH38:GT	improved	-313897.20633	80296	10	313897.20633
[727]LH39:GT	improved	-307893.025439	78679	10	307893.025439
[728]LH51:GT	improved	-318552.886045	81223	10	318552.886045
[729]LH52:GT	improved	-316378.066021	80743	10	316378.066021
[730]LH54:GT	improved	-316184.829564	80683	10	316184.829564
[731]LH57:GT	improved	-315527.500041	80567	10	315527.500041
[732]LH59:GT	improved	-315839.412718	80636	10	315839.412718
[733]LH60:GT	improved	-316266.595363	80797	10	316266.595363
[734]LH61:GT	improved	-311626.773053	79568	10	311626.773053
[735]LH65:GT	improved	-312940.394898	79880	10	312940.394898
[736]LH74:GT	improved	-112738.206762	29020	10	112738.206762
[737]LH82:GT	improved	-293302.383256	74930	10	293302.383256
[738]LH85:GT	improved	-296501.232525	76086	10	296501.232525
[739]LH93:GT	improved	-297693.238939	76263	10	297693.238939
[740]lian87:GT	improved	-313169.530154	80274	10	313169.530154
[741]liao2202:GT	improved	-301490.500519	77179	10	301490.500519
[742]liao2204:GT	improved	-292842.675452	74979	10	292842.675452
[743]liao4271:GT	improved	-292185.056371	74669	10	292185.056371
[744]liao5110:GT	improved	-248376.948277	63386	10	248376.948277
[745]liao7794:GT	improved	-205447.575736	52314	10	205447.575736
[746]LIBC4:GT	improved	-305711.979236	78165	10	305711.979236
[747]LM-2:GT	improved	-323560.414593	82634	10	323560.414593
[748]Lo:GT	improved	-285211.059829	72863	10	285211.059829
[749]Lo1067:GT	improved	-271566.210164	69410	10	271566.210164
[750]Lo1125:GT	improved	-329516.081391	84048	10	329516.081391
[751]longkang1:GT	improved	-310858.932845	79381	10	310858.932845
[752]longkang11:GT	improved	-316468.24715	80793	10	316468.24715
[753]Los-6:GT	improved	-177852.672737	45376	10	177852.672737
[754]LP1:GT	improved	-226119.020816	57919	10	226119.020816
[755]Lp215D:GT	improved	-307035.862109	78385	10	307035.862109
[756]LP5:GT	improved	-68034.464596	17492	10	68034.464596
[757]lu65:GT	improved	-311725.148826	79792	10	311725.148826
[758]luosu3:GT	improved	-308499.177755	79167	10	308499.177755
[759]luyuan133:GT	improved	-303790.741562	77727	10	303790.741562
[760]luyuan92:GT	improved	-300294.306571	76983	10	300294.306571
[761]lv28:GT	improved	-302300.506844	77467	10	302300.506844
[762]lv45:GT	improved	-305309.192377	78375	10	305309.192377
[763]Lx9801:GT	improved	-325667.484377	83364	10	325667.484377
[764]M101:GT	improved	-303835.414038	77513	10	303835.414038
[765]M1016:GT	improved	-317638.568385	81178	10	317638.568385
[766]M131-5:GT	improved	-208909.920442	53405	10	208909.920442
[767]M14:GT	improved	-227339.809136	58048	10	227339.809136
[768]M162W:GT	improved	-307420.0951	78981	10	307420.0951
[769]M22:GT	improved	-211164.339283	54060	10	211164.339283
